DDX5,RBM4
DDX5,SSRP1
DDX5,EIF6
DDX5,PIN1
DDX5,YWHAZ
DDX5,SMARCA4
DDX5,DDX18
DDX5,BTF3L4
DDX5,YWHAG
DDX5,MCM7
DDX5,SRRM2
DDX5,RBMX
DDX5,RBM28
DDX5,DKC1
DDX5,GSTK1
DDX5,EEF2
MDH1,PRDX6
MDH1,IQCB1
MDH1,PGM1
MDH1,RABGGTB
MDH1,TERF2IP
EIF4G2,SLIRP
EIF4G2,POLDIP3
EIF4G2,EIF3A
EIF4G2,RAB7A
EIF4G2,CASP3
EIF4G2,RPA2
EIF4G2,GSTK1
SRSF2,ZRANB2
SRSF2,DEK
SRSF2,SRSF11
SRSF2,XPO1
SRSF2,SRSF3
SRSF2,U2AF1
SRSF2,TRA2B
SRSF2,YWHAZ
SRSF2,HNRNPDL
SRSF2,UBE2B
SRSF2,CUL1
SRSF2,POLDIP3
SRSF2,EIF4A3
NOTCH1,CAMK4
NOTCH1,PPP2CB
NOTCH1,RBBP4
NOTCH1,UBB
NOTCH1,C14orf166
NOTCH1,MED23
NOTCH1,CCT3
NOTCH1,TOP2B
NOTCH1,ANAPC5
NOTCH1,ANAPC7
NOTCH1,VAV1
NOTCH1,CDC23
NOTCH1,SMC3
NOTCH1,YY1
NOTCH1,RFC4
NOTCH1,RIF1
NOTCH1,LEF1
NOTCH1,BCL11B
NOTCH1,TBL1XR1
NOTCH1,WDR11
NOTCH1,PBRM1
NOTCH1,PPP2R1A
NOTCH1,ITCH
NOTCH1,USP7
NOTCH1,PIN1
NOTCH1,SMARCA4
NOTCH1,RB1
NOTCH1,CCT6A
NOTCH1,ZBTB2
NOTCH1,XPO5
NOTCH1,NOTCH3
RPL37,C1QBP
RPL37,STK24
RPL37,RPS2
RPL37,RPS9
HNRNPD,HSPA4
HNRNPD,SUMO1
HNRNPD,HSPA8
HNRNPD,PTBP2
HNRNPD,CUL1
HNRNPD,WNK1
HNRNPD,HNRNPDL
HNRNPD,YBX1
HNRNPD,IL7R
HNRNPD,EXOSC4
HNRNPD,CSDE1
HNRNPD,PCBP1
HNRNPD,SMARCAD1
HNRNPD,UBE2I
HNRNPD,HNRNPH1
HNRNPD,HNRNPH3
HNRNPD,TNPO1
HNRNPD,HNRNPU
HNRNPD,C1QBP
HNRNPD,HNRNPK
HNRNPD,HNRNPL
HNRNPD,HNRNPF
HNRNPD,RPS28
HNRNPD,PIN1
HNRNPD,YWHAH
HNRNPD,LDHA
HNRNPD,KHSRP
HNRNPD,YWHAG
HNRNPD,SNRPC
HNRNPD,CASP3
SLC25A5,RPN1
SLC25A5,SUMO2
SLC25A5,RPS4X
SLC25A5,MAGOH
SLC25A5,RPL15
SLC25A5,RPL19
SLC25A5,RPS3A
SLC25A5,PHB
SLC25A5,RPL37A
SLC25A5,RPL6
SLC25A5,RPL7
SLC25A5,RPL4
SLC25A5,RPL5
SLC25A5,ICT1
SLC25A5,RPL10A
SLC25A5,PHKG2
SLC25A5,RHOA
SLC25A5,RPS6KA1
SLC25A5,CDC23
SLC25A5,EIF4A3
SLC25A5,RPS6
SLC25A5,RPS3
SLC25A5,RPS2
SLC25A5,OXSR1
